photo_code,user_id,newusername
"-0.15456555783748627,0.05384524166584015,0.05350952222943306,-0.036215730011463165,-0.023067105561494827,-0.07741180807352066,0.0584070086479187,-0.06680161505937576,0.157199427485466,-0.04673486948013306,0.22544479370117188,-0.01964028924703598,-0.2423199564218521,-0.11913035809993744,-0.03305720165371895,0.12333209067583084,-0.11287998408079147,-0.17964400351047516,-0.04490487277507782,-0.12037566304206848,0.0035827667452394962,-0.020016834139823914,-0.030415192246437073,0.08871737867593765,-0.0896744579076767,-0.3277921974658966,-0.11567382514476776,-0.14342723786830902,-0.00620646495372057,-0.06543871760368347,-0.005804905667901039,0.12361074984073639,-0.19517403841018677,-0.09935110807418823,0.00391361303627491,0.11954303085803986,0.04587205499410629,0.025700904428958893,0.18348394334316254,0.07025055587291718,-0.06629490852355957,0.005773375742137432,0.0315045490860939,0.37652787566185,0.1373395323753357,0.017441382631659508,0.036118414252996445,0.05689828842878342,0.019157743081450462,-0.2044200897216797,0.07460276037454605,0.13609720766544342,0.19345775246620178,0.03132683038711548,0.07754688709974289,-0.126808762550354,-0.03481828048825264,0.11729229986667633,-0.2209126204252243,0.14923283457756042,0.048795655369758606,-0.08847998082637787,-0.06888563185930252,-0.06491700559854507,0.2668907940387726,0.10442240536212921,-0.1416310966014862,-0.02848663739860058,0.2560625672340393,-0.14339199662208557,-0.017242738977074623,-0.025395113974809647,-0.12887783348560333,-0.16159109771251678,-0.21858155727386475,0.1709364801645279,0.3896670937538147,0.17486807703971863,-0.20811007916927338,0.048064228147268295,-0.0984434112906456,-0.017153384163975716,0.028391875326633453,0.03761895000934601,-0.08187958598136902,0.06612199544906616,-0.08079197257757187,0.014211004599928856,0.1319204717874527,0.0968281701207161,-0.02983127161860466,0.2224740982055664,-0.03402645140886307,-0.009224552661180496,0.08284228295087814,-0.05390437692403793,-0.003052167594432831,-0.06442891061306,-0.17908862233161926,0.016472581773996353,-0.07483170181512833,-0.20319613814353943,-0.030200710520148277,0.029831930994987488,-0.13440030813217163,0.02859887108206749,0.017696930095553398,-0.035036347806453705,-0.1173592358827591,0.11196031421422958,-0.15011434257030487,-0.06667722761631012,0.16431935131549835,-0.2681523561477661,0.18956749141216278,0.19515082240104675,0.012994058430194855,0.15044870972633362,0.0530233308672905,0.08441157639026642,0.0405719056725502,-0.07640926539897919,-0.0766935646533966,-0.09233930706977844,0.07255838811397552,-0.03277154266834259,0.06789284944534302,0.07835841923952103",1,Marco
